idCommune;nomCommune;Annee;nbMaison;nbAppart;prixMoyen;prixM2Moyen;surfaceMoy;depCulturellesTotales;budgetTotal;population;departement;gare
22200;PLEVEN;2019;5;0;107000.0;1302.4;82.4;-1.0;-1.0;-1;22;null;
22200;PLEVEN;2020;10;0;119870.0;1255.4;98.3;-1.0;-1.0;-1;22;null;
22200;PLEVEN;2021;11;0;176773.0;1724.18;108.455;-1.0;-1.0;-1;22;null;
22201;PLEVENON;2018;12;0;192500.0;2136.0;95.8333;-1.0;-1.0;-1;22;null;
22201;PLEVENON;2019;24;2;194488.0;2039.46;102.0;-1.0;-1.0;-1;22;null;
22201;PLEVENON;2020;16;0;203375.0;2370.25;92.625;-1.0;-1.0;-1;22;null;
22201;PLEVENON;2021;11;0;206182.0;2563.18;82.8182;-1.0;-1.0;-1;22;null;
22202;PLEVIN;2018;12;0;89758.3;885.833;100.75;-1.0;-1.0;-1;22;null;
22202;PLEVIN;2019;16;0;86862.5;993.938;88.8125;-1.0;-1.0;-1;22;null;
22202;PLEVIN;2020;12;0;71076.3;969.833;83.6667;-1.0;-1.0;-1;22;null;
22202;PLEVIN;2021;16;0;81428.2;927.438;89.0;-1.0;-1.0;-1;22;null;
22203;PLŒUC-L'HERMITAGE;2018;52;0;104638.0;1123.83;96.3077;-1.0;-1.0;-1;22;null;
22203;PLŒUC-L'HERMITAGE;2019;51;2;107681.0;1078.04;97.7547;16.0;5562.0;4088;22;null;
22203;PLŒUC-L'HERMITAGE;2020;42;0;113153.0;1183.07;96.6667;12.0;0.0;4165;22;null;
22203;PLŒUC-L'HERMITAGE;2021;70;1;122623.0;1303.8;98.6056;-1.0;-1.0;-1;22;null;
22204;PLOEZAL;2018;20;0;111550.0;947.1;112.8;-1.0;-1.0;-1;22;null;
22204;PLOEZAL;2019;21;0;112163.0;1091.95;98.5714;-1.0;-1.0;-1;22;null;
22204;PLOEZAL;2020;19;0;115249.0;1145.05;99.3684;-1.0;-1.0;-1;22;null;
22204;PLOEZAL;2021;29;1;166496.0;1586.2;105.533;-1.0;-1.0;-1;22;null;
22205;PLOREC-SUR-ARGUENON;2018;9;0;291889.0;2242.89;110.778;-1.0;-1.0;-1;22;null;
22205;PLOREC-SUR-ARGUENON;2019;11;0;134345.0;1220.82;113.818;-1.0;-1.0;-1;22;null;
22205;PLOREC-SUR-ARGUENON;2020;9;0;102253.0;1130.11;92.6667;-1.0;-1.0;-1;22;null;
22205;PLOREC-SUR-ARGUENON;2021;10;0;140365.0;1390.7;109.0;-1.0;-1.0;-1;22;null;
22206;CHATELAUDREN-PLOUAGAT;2018;39;2;116222.0;1240.0;94.6098;-1.0;-1.0;-1;22;Gare [codeGare=87473140, nomGare=CHATELAUDREN-PLOUAGAT, estFret=true, estVoyageur=truecommune22206];
22206;CHATELAUDREN-PLOUAGAT;2019;53;4;126244.0;1293.32;100.263;71.0;4447.0;3888;22;Gare [codeGare=87473140, nomGare=CHATELAUDREN-PLOUAGAT, estFret=true, estVoyageur=truecommune22206];
22206;CHATELAUDREN-PLOUAGAT;2020;59;6;124381.0;1310.42;99.6462;82.0;0.0;3943;22;Gare [codeGare=87473140, nomGare=CHATELAUDREN-PLOUAGAT, estFret=true, estVoyageur=truecommune22206];
22206;CHATELAUDREN-PLOUAGAT;2021;48;2;137978.0;1447.42;97.92;-1.0;-1.0;-1;22;Gare [codeGare=87473140, nomGare=CHATELAUDREN-PLOUAGAT, estFret=true, estVoyageur=truecommune22206];
22207;PLOUARET;2018;32;0;102202.0;1090.22;93.2812;-1.0;-1.0;-1;22;Gare [codeGare=87473181, nomGare=PLOUARET-TREGOR, estFret=false, estVoyageur=truecommune22207];
22207;PLOUARET;2019;32;0;118206.0;1316.34;95.2188;-1.0;-1.0;-1;22;Gare [codeGare=87473181, nomGare=PLOUARET-TREGOR, estFret=false, estVoyageur=truecommune22207];
22207;PLOUARET;2020;66;0;109063.0;1192.65;94.0303;-1.0;-1.0;-1;22;Gare [codeGare=87473181, nomGare=PLOUARET-TREGOR, estFret=false, estVoyageur=truecommune22207];
22207;PLOUARET;2021;62;0;130676.0;1446.58;93.5;-1.0;-1.0;-1;22;Gare [codeGare=87473181, nomGare=PLOUARET-TREGOR, estFret=false, estVoyageur=truecommune22207];
22208;PLOUASNE;2018;20;0;110062.0;1353.4;89.85;-1.0;-1.0;-1;22;null;
22208;PLOUASNE;2019;25;0;128471.0;1256.8;108.68;-1.0;-1.0;-1;22;null;
22208;PLOUASNE;2020;25;0;141418.0;1460.88;98.48;-1.0;-1.0;-1;22;null;
22208;PLOUASNE;2021;33;2;136750.0;1440.14;95.8571;-1.0;-1.0;-1;22;null;
22209;BEAUSSAIS-SUR-MER;2018;37;14;169454.0;1960.2;92.2549;-1.0;-1.0;-1;22;null;
22209;BEAUSSAIS-SUR-MER;2019;35;12;171175.0;2022.28;84.6596;23.0;5374.0;3611;22;null;
22209;BEAUSSAIS-SUR-MER;2020;49;20;190491.0;2170.93;89.942;32.0;0.0;3672;22;null;
22209;BEAUSSAIS-SUR-MER;2021;62;19;219255.0;2614.85;85.8519;-1.0;-1.0;-1;22;null;
22210;PLOUBAZLANEC;2018;63;0;192389.0;2163.54;96.8889;-1.0;-1.0;-1;22;null;
22210;PLOUBAZLANEC;2019;73;1;234767.0;2265.32;104.527;-1.0;-1.0;-1;22;null;
22210;PLOUBAZLANEC;2020;51;0;232780.0;2176.82;107.98;-1.0;-1.0;-1;22;null;
22210;PLOUBAZLANEC;2021;72;0;274383.0;2929.43;95.0833;-1.0;-1.0;-1;22;null;
22211;PLOUBEZRE;2018;33;0;178173.0;1643.45;108.636;-1.0;-1.0;-1;22;null;
22211;PLOUBEZRE;2019;64;0;161128.0;1537.52;108.469;51.0;2373.0;3638;22;null;
22211;PLOUBEZRE;2020;63;2;148470.0;1484.75;102.2;158.0;0.0;3753;22;null;
22211;PLOUBEZRE;2021;63;12;190236.0;1827.61;106.667;-1.0;-1.0;-1;22;null;
22212;PLOUEC-DU-TRIEUX;2018;18;0;98760.0;1011.22;98.1667;-1.0;-1.0;-1;22;Gare [codeGare=87473827, nomGare=BRELIDY-PLOUEC, estFret=false, estVoyageur=truecommune22212];
22212;PLOUEC-DU-TRIEUX;2019;18;0;90671.7;1030.89;88.5;-1.0;-1.0;-1;22;Gare [codeGare=87473827, nomGare=BRELIDY-PLOUEC, estFret=false, estVoyageur=truecommune22212];
22212;PLOUEC-DU-TRIEUX;2020;30;0;102037.0;1061.3;95.4;-1.0;-1.0;-1;22;Gare [codeGare=87473827, nomGare=BRELIDY-PLOUEC, estFret=false, estVoyageur=truecommune22212];
22212;PLOUEC-DU-TRIEUX;2021;22;0;153002.0;1566.32;102.136;-1.0;-1.0;-1;22;Gare [codeGare=87473827, nomGare=BRELIDY-PLOUEC, estFret=false, estVoyageur=truecommune22212];
22213;PLOUER-SUR-RANCE;2018;37;1;226588.0;2088.79;117.421;-1.0;-1.0;-1;22;null;
22213;PLOUER-SUR-RANCE;2019;57;4;234060.0;2213.8;107.984;212.0;4541.0;3539;22;null;
22213;PLOUER-SUR-RANCE;2020;39;1;294693.0;2427.82;118.875;194.0;0.0;3646;22;null;
22213;PLOUER-SUR-RANCE;2021;67;5;285857.0;2681.89;106.736;-1.0;-1.0;-1;22;null;
22214;PLOUEZEC;2018;65;0;150335.0;1649.11;94.5846;-1.0;-1.0;-1;22;null;
22214;PLOUEZEC;2019;83;0;159496.0;1797.66;93.8554;-1.0;-1.0;-1;22;null;
22214;PLOUEZEC;2020;75;2;182007.0;1933.6;98.1039;-1.0;-1.0;-1;22;null;
22214;PLOUEZEC;2021;87;3;199394.0;2063.02;94.1333;-1.0;-1.0;-1;22;null;
22215;PLOUFRAGAN;2018;105;5;137170.0;1386.01;99.7455;-1.0;-1.0;-1;22;null;
22215;PLOUFRAGAN;2019;104;13;134337.0;1460.36;93.2991;1563.0;14623.0;11489;22;null;
22215;PLOUFRAGAN;2020;104;12;142554.0;1572.69;92.1897;2824.0;0.0;11850;22;null;
22215;PLOUFRAGAN;2021;160;23;165210.0;1700.33;98.7104;-1.0;-1.0;-1;22;null;
22216;PLOUGONVER;2018;13;0;72884.6;851.154;91.3077;-1.0;-1.0;-1;22;Gare [codeGare=87473538, nomGare=PLOUGONVER, estFret=false, estVoyageur=truecommune22216];
22216;PLOUGONVER;2019;9;0;74166.7;879.0;86.6667;-1.0;-1.0;-1;22;Gare [codeGare=87473538, nomGare=PLOUGONVER, estFret=false, estVoyageur=truecommune22216];
22216;PLOUGONVER;2020;14;0;65714.3;905.714;71.7857;-1.0;-1.0;-1;22;Gare [codeGare=87473538, nomGare=PLOUGONVER, estFret=false, estVoyageur=truecommune22216];
22216;PLOUGONVER;2021;26;0;105217.0;1181.5;87.6538;-1.0;-1.0;-1;22;Gare [codeGare=87473538, nomGare=PLOUGONVER, estFret=false, estVoyageur=truecommune22216];
22217;PLOUGRAS;2018;4;0;84125.0;835.75;105.75;-1.0;-1.0;-1;22;null;
22217;PLOUGRAS;2019;4;0;82375.0;920.75;97.0;-1.0;-1.0;-1;22;null;
22217;PLOUGRAS;2020;11;0;87418.2;1120.82;84.2727;-1.0;-1.0;-1;22;null;
22217;PLOUGRAS;2021;7;0;108571.0;995.857;114.714;-1.0;-1.0;-1;22;null;
22218;PLOUGRESCANT;2018;31;0;201359.0;2293.77;90.9032;-1.0;-1.0;-1;22;null;
22218;PLOUGRESCANT;2019;25;0;187736.0;1923.72;99.16;-1.0;-1.0;-1;22;null;
22218;PLOUGRESCANT;2020;25;0;220368.0;2280.12;97.76;-1.0;-1.0;-1;22;null;
22218;PLOUGRESCANT;2021;28;0;240092.0;2370.96;106.536;-1.0;-1.0;-1;22;null;
22219;PLOUGUENAST-LANGAST;2018;21;0;119838.0;1022.33;115.524;-1.0;-1.0;-1;22;null;
22219;PLOUGUENAST-LANGAST;2019;31;0;110617.0;948.581;121.548;-1.0;-1.0;-1;22;null;
22219;PLOUGUENAST-LANGAST;2020;29;0;97029.3;913.172;104.034;-1.0;-1.0;-1;22;null;
22219;PLOUGUENAST-LANGAST;2021;62;0;125407.0;1141.15;115.177;-1.0;-1.0;-1;22;null;
22220;PLOUGUERNEVEL;2018;23;0;95304.6;895.652;104.304;-1.0;-1.0;-1;22;null;
22220;PLOUGUERNEVEL;2019;27;0;77081.5;781.148;99.963;-1.0;-1.0;-1;22;null;
22220;PLOUGUERNEVEL;2020;26;0;89707.3;885.308;102.577;-1.0;-1.0;-1;22;null;
22220;PLOUGUERNEVEL;2021;36;0;111757.0;1084.11;106.611;-1.0;-1.0;-1;22;null;
22221;PLOUGUIEL;2018;29;0;105705.0;1285.28;82.6552;-1.0;-1.0;-1;22;null;
22221;PLOUGUIEL;2019;44;0;115537.0;1229.25;92.7045;-1.0;-1.0;-1;22;null;
22221;PLOUGUIEL;2020;40;0;144343.0;1499.43;98.35;-1.0;-1.0;-1;22;null;
22221;PLOUGUIEL;2021;35;0;218304.0;2199.94;96.1143;-1.0;-1.0;-1;22;null;
22222;PLOUHA;2018;116;12;149249.0;1674.85;94.4531;-1.0;-1.0;-1;22;null;
22222;PLOUHA;2019;105;15;167605.0;1756.87;96.5667;217.0;4947.0;4522;22;null;
22222;PLOUHA;2020;105;15;162336.0;1896.76;88.025;231.0;0.0;4610;22;null;
22222;PLOUHA;2021;114;20;189716.0;2177.01;91.9925;-1.0;-1.0;-1;22;null;
22223;PLOUISY;2018;21;0;100881.0;1213.86;83.8095;-1.0;-1.0;-1;22;null;
22223;PLOUISY;2019;30;0;107764.0;1184.33;88.1;-1.0;-1.0;-1;22;null;
22223;PLOUISY;2020;26;0;120924.0;1339.04;92.0769;-1.0;-1.0;-1;22;null;
22223;PLOUISY;2021;41;0;147014.0;1603.98;92.4634;-1.0;-1.0;-1;22;null;
22224;PLOULEC'H;2018;21;0;172450.0;1559.9;111.238;-1.0;-1.0;-1;22;null;
22224;PLOULEC'H;2019;16;0;195809.0;2422.19;94.9375;-1.0;-1.0;-1;22;null;
22224;PLOULEC'H;2020;23;0;174767.0;1649.3;108.13;-1.0;-1.0;-1;22;null;
22224;PLOULEC'H;2021;28;0;197159.0;1863.25;107.857;-1.0;-1.0;-1;22;null;
22225;PLOUMAGOAR;2018;59;4;115256.0;1217.57;96.6984;-1.0;-1.0;-1;22;null;
22225;PLOUMAGOAR;2019;58;6;111030.0;1189.39;92.6094;245.0;4324.0;5397;22;null;
22225;PLOUMAGOAR;2020;74;8;128265.0;1394.7;91.0854;243.0;0.0;5510;22;null;
22225;PLOUMAGOAR;2021;87;6;136146.0;1498.03;92.5376;-1.0;-1.0;-1;22;null;
22226;PLOUMILLIAU;2018;42;0;143337.0;1597.21;94.9048;-1.0;-1.0;-1;22;null;
22226;PLOUMILLIAU;2019;32;0;117032.0;1209.25;97.375;-1.0;-1.0;-1;22;null;
22226;PLOUMILLIAU;2020;57;0;145091.0;1593.0;97.1579;-1.0;-1.0;-1;22;null;
22226;PLOUMILLIAU;2021;47;0;199759.0;1872.21;112.191;-1.0;-1.0;-1;22;null;
22227;PLOUNERIN;2018;8;0;141622.0;1152.12;118.375;-1.0;-1.0;-1;22;Gare [codeGare=87473199, nomGare=PLOUNERIN, estFret=true, estVoyageur=truecommune22227];
22227;PLOUNERIN;2019;9;0;87266.7;1128.0;84.8889;-1.0;-1.0;-1;22;Gare [codeGare=87473199, nomGare=PLOUNERIN, estFret=true, estVoyageur=truecommune22227];
22227;PLOUNERIN;2020;11;0;115020.0;1351.18;87.0;-1.0;-1.0;-1;22;Gare [codeGare=87473199, nomGare=PLOUNERIN, estFret=true, estVoyageur=truecommune22227];
22227;PLOUNERIN;2021;12;0;105652.0;1121.17;100.667;-1.0;-1.0;-1;22;Gare [codeGare=87473199, nomGare=PLOUNERIN, estFret=true, estVoyageur=truecommune22227];
22228;PLOUNEVEZ-MOEDEC;2018;18;0;74028.4;903.5;86.7222;-1.0;-1.0;-1;22;null;
22228;PLOUNEVEZ-MOEDEC;2019;20;0;91175.0;1017.95;92.7;-1.0;-1.0;-1;22;null;
22228;PLOUNEVEZ-MOEDEC;2020;32;0;92910.5;990.594;97.2812;-1.0;-1.0;-1;22;null;
22228;PLOUNEVEZ-MOEDEC;2021;33;0;89346.6;1071.79;84.6061;-1.0;-1.0;-1;22;null;
22229;PLOUNEVEZ-QUINTIN;2018;11;0;71500.0;892.091;92.0;-1.0;-1.0;-1;22;null;
22229;PLOUNEVEZ-QUINTIN;2019;19;0;90239.5;856.842;106.526;-1.0;-1.0;-1;22;null;
22229;PLOUNEVEZ-QUINTIN;2020;24;0;83737.9;818.875;101.333;-1.0;-1.0;-1;22;null;
22229;PLOUNEVEZ-QUINTIN;2021;26;0;71878.1;912.731;77.5;-1.0;-1.0;-1;22;null;
22231;PLOURAC'H;2018;10;0;74400.0;885.3;82.4;-1.0;-1.0;-1;22;null;
22231;PLOURAC'H;2019;10;0;71620.0;957.1;82.6;-1.0;-1.0;-1;22;null;
22231;PLOURAC'H;2020;6;0;114423.0;1381.17;103.667;-1.0;-1.0;-1;22;null;
22231;PLOURAC'H;2021;14;0;73677.1;1078.29;72.7143;-1.0;-1.0;-1;22;null;
22232;PLOURHAN;2018;30;0;160636.0;1560.93;107.033;-1.0;-1.0;-1;22;null;
22232;PLOURHAN;2019;32;0;161706.0;1627.31;102.281;-1.0;-1.0;-1;22;null;
22232;PLOURHAN;2020;46;0;178027.0;1707.48;106.543;-1.0;-1.0;-1;22;null;
22232;PLOURHAN;2021;30;0;230415.0;2073.8;113.733;-1.0;-1.0;-1;22;null;
22233;PLOURIVO;2018;34;0;140262.0;1330.41;103.647;-1.0;-1.0;-1;22;Gare [codeGare=87322347, nomGare=TRAOU-NEZ, estFret=false, estVoyageur=truecommune22233];
22233;PLOURIVO;2019;44;0;138648.0;1475.86;95.2045;-1.0;-1.0;-1;22;Gare [codeGare=87322347, nomGare=TRAOU-NEZ, estFret=false, estVoyageur=truecommune22233];
22233;PLOURIVO;2020;31;1;147813.0;1555.25;96.1562;-1.0;-1.0;-1;22;Gare [codeGare=87322347, nomGare=TRAOU-NEZ, estFret=false, estVoyageur=truecommune22233];
22233;PLOURIVO;2021;48;1;192766.0;2006.16;96.1429;-1.0;-1.0;-1;22;Gare [codeGare=87322347, nomGare=TRAOU-NEZ, estFret=false, estVoyageur=truecommune22233];
22234;PLOUVARA;2018;8;0;125265.0;1229.25;99.125;-1.0;-1.0;-1;22;Gare [codeGare=87473132, nomGare=PLOUVARA-PLERNEUF, estFret=false, estVoyageur=truecommune22234];
22234;PLOUVARA;2019;10;0;151968.0;1594.2;94.2;-1.0;-1.0;-1;22;Gare [codeGare=87473132, nomGare=PLOUVARA-PLERNEUF, estFret=false, estVoyageur=truecommune22234];
22234;PLOUVARA;2020;14;0;147421.0;1156.43;129.143;-1.0;-1.0;-1;22;Gare [codeGare=87473132, nomGare=PLOUVARA-PLERNEUF, estFret=false, estVoyageur=truecommune22234];
22234;PLOUVARA;2021;15;0;152550.0;1594.67;98.5333;-1.0;-1.0;-1;22;Gare [codeGare=87473132, nomGare=PLOUVARA-PLERNEUF, estFret=false, estVoyageur=truecommune22234];
22235;PLOUZELAMBRE;2018;3;0;114333.0;1261.33;91.6667;-1.0;-1.0;-1;22;null;
22235;PLOUZELAMBRE;2019;2;0;112500.0;898.0;128.5;-1.0;-1.0;-1;22;null;
22235;PLOUZELAMBRE;2020;6;0;155883.0;1652.17;89.6667;-1.0;-1.0;-1;22;null;
22235;PLOUZELAMBRE;2021;9;0;181518.0;1672.56;95.3333;-1.0;-1.0;-1;22;null;
22236;PLUDUAL;2018;12;0;157792.0;1432.83;103.417;-1.0;-1.0;-1;22;null;
22236;PLUDUAL;2019;11;0;128635.0;1337.45;94.9091;-1.0;-1.0;-1;22;null;
22236;PLUDUAL;2020;13;0;185685.0;1567.77;121.308;-1.0;-1.0;-1;22;null;
22236;PLUDUAL;2021;13;1;159008.0;1432.71;106.214;-1.0;-1.0;-1;22;null;
22237;PLUDUNO;2018;22;0;148186.0;1509.64;101.273;-1.0;-1.0;-1;22;null;
22237;PLUDUNO;2019;18;0;157451.0;1589.39;106.722;-1.0;-1.0;-1;22;null;
22237;PLUDUNO;2020;22;0;156432.0;1451.59;108.182;-1.0;-1.0;-1;22;null;
22237;PLUDUNO;2021;41;0;195583.0;1976.71;101.171;-1.0;-1.0;-1;22;null;
22238;PLUFUR;2018;6;0;130475.0;1247.17;113.333;-1.0;-1.0;-1;22;null;
22238;PLUFUR;2019;11;0;122682.0;1347.36;93.1818;-1.0;-1.0;-1;22;null;
22238;PLUFUR;2020;10;0;148260.0;1238.3;117.9;-1.0;-1.0;-1;22;null;
22238;PLUFUR;2021;11;0;132545.0;1560.0;88.5455;-1.0;-1.0;-1;22;null;
22239;PLUMAUDAN;2018;14;0;106963.0;1048.64;101.714;-1.0;-1.0;-1;22;null;
22239;PLUMAUDAN;2019;21;0;131604.0;1302.86;109.095;-1.0;-1.0;-1;22;null;
22239;PLUMAUDAN;2020;18;0;140823.0;1399.78;99.2778;-1.0;-1.0;-1;22;null;
22239;PLUMAUDAN;2021;28;0;126166.0;1387.32;93.6071;-1.0;-1.0;-1;22;null;
22240;PLUMAUGAT;2018;9;0;132607.0;1027.22;117.0;-1.0;-1.0;-1;22;null;
22240;PLUMAUGAT;2019;15;0;77518.1;1097.07;75.1333;-1.0;-1.0;-1;22;null;
22240;PLUMAUGAT;2020;22;0;124338.0;1085.14;114.273;-1.0;-1.0;-1;22;null;
22240;PLUMAUGAT;2021;26;1;96114.3;1002.89;94.8519;-1.0;-1.0;-1;22;null;
22241;PLUMIEUX;2018;14;0;102724.0;1068.79;94.0;-1.0;-1.0;-1;22;null;
22241;PLUMIEUX;2019;15;0;77345.3;837.4;92.8667;-1.0;-1.0;-1;22;null;
22241;PLUMIEUX;2020;17;0;112273.0;1430.41;84.5294;-1.0;-1.0;-1;22;null;
22241;PLUMIEUX;2021;21;0;120329.0;1168.76;100.667;-1.0;-1.0;-1;22;null;
22242;PLURIEN;2018;19;0;153316.0;1665.74;95.7368;-1.0;-1.0;-1;22;null;
22242;PLURIEN;2019;23;1;173267.0;1677.5;105.792;-1.0;-1.0;-1;22;null;
22242;PLURIEN;2020;30;0;194257.0;2028.47;97.5;-1.0;-1.0;-1;22;null;
22242;PLURIEN;2021;32;0;274056.0;2707.53;101.781;-1.0;-1.0;-1;22;null;
22243;PLUSQUELLEC;2018;6;0;84200.0;903.833;93.8333;-1.0;-1.0;-1;22;null;
22243;PLUSQUELLEC;2019;7;0;106925.0;959.0;113.857;-1.0;-1.0;-1;22;null;
22243;PLUSQUELLEC;2020;13;0;87592.1;947.0;97.2308;-1.0;-1.0;-1;22;null;
22243;PLUSQUELLEC;2021;17;0;96012.1;1049.59;102.588;-1.0;-1.0;-1;22;null;
22244;PLUSSULIEN;2018;6;1;85071.4;865.429;95.1429;-1.0;-1.0;-1;22;null;
22244;PLUSSULIEN;2019;11;0;65153.6;742.909;92.4545;-1.0;-1.0;-1;22;null;
22244;PLUSSULIEN;2020;10;0;81370.0;1200.6;89.4;-1.0;-1.0;-1;22;null;
22244;PLUSSULIEN;2021;14;0;88908.9;1022.14;85.7857;-1.0;-1.0;-1;22;null;
22245;PLUZUNET;2018;23;0;103456.0;1091.35;93.7391;-1.0;-1.0;-1;22;null;
22245;PLUZUNET;2019;17;0;92029.4;1083.12;90.3529;-1.0;-1.0;-1;22;null;
22245;PLUZUNET;2020;17;0;150585.0;1263.0;114.941;-1.0;-1.0;-1;22;null;
22245;PLUZUNET;2021;24;0;116915.0;1239.75;98.75;-1.0;-1.0;-1;22;null;
22246;POMMERET;2018;7;0;92495.7;1130.57;90.5714;-1.0;-1.0;-1;22;null;
22246;POMMERET;2019;5;0;108690.0;1324.6;88.0;-1.0;-1.0;-1;22;null;
22246;POMMERET;2020;11;0;182195.0;1687.45;111.0;-1.0;-1.0;-1;22;null;
22246;POMMERET;2021;29;0;179466.0;1806.76;101.103;-1.0;-1.0;-1;22;null;
22248;POMMERIT-LE-VICOMTE;2018;27;0;115433.0;1075.19;107.704;-1.0;-1.0;-1;22;null;
22248;POMMERIT-LE-VICOMTE;2019;30;0;134703.0;1305.5;102.3;-1.0;-1.0;-1;22;null;
22248;POMMERIT-LE-VICOMTE;2020;37;0;122989.0;1238.0;105.541;-1.0;-1.0;-1;22;null;
22248;POMMERIT-LE-VICOMTE;2021;48;1;147057.0;1428.45;108.041;-1.0;-1.0;-1;22;null;
22249;PONT-MELVEZ;2018;12;0;68945.8;792.5;87.5833;-1.0;-1.0;-1;22;Gare [codeGare=87473520, nomGare=PONT-MELVEZ, estFret=false, estVoyageur=truecommune22249];
22249;PONT-MELVEZ;2019;13;0;85619.8;777.923;108.846;-1.0;-1.0;-1;22;Gare [codeGare=87473520, nomGare=PONT-MELVEZ, estFret=false, estVoyageur=truecommune22249];
22249;PONT-MELVEZ;2020;13;0;82691.5;837.692;99.8462;-1.0;-1.0;-1;22;Gare [codeGare=87473520, nomGare=PONT-MELVEZ, estFret=false, estVoyageur=truecommune22249];
22249;PONT-MELVEZ;2021;17;0;76800.2;1077.41;72.5294;-1.0;-1.0;-1;22;Gare [codeGare=87473520, nomGare=PONT-MELVEZ, estFret=false, estVoyageur=truecommune22249];
22250;PONTRIEUX;2018;16;2;103722.0;912.278;112.0;-1.0;-1.0;-1;22;Gare [codeGare=87473835, nomGare=PONTRIEUX-HALTE, estFret=false, estVoyageur=truecommune22250];
22250;PONTRIEUX;2019;9;5;93165.7;1100.64;84.5714;-1.0;-1.0;-1;22;Gare [codeGare=87473835, nomGare=PONTRIEUX-HALTE, estFret=false, estVoyageur=truecommune22250];
22250;PONTRIEUX;2020;11;5;78418.1;988.0;86.75;-1.0;-1.0;-1;22;Gare [codeGare=87473835, nomGare=PONTRIEUX-HALTE, estFret=false, estVoyageur=truecommune22250];
22250;PONTRIEUX;2021;20;7;135932.0;1423.52;92.9259;-1.0;-1.0;-1;22;Gare [codeGare=87473835, nomGare=PONTRIEUX-HALTE, estFret=false, estVoyageur=truecommune22250];
22251;PORDIC;2018;88;12;198209.0;1845.58;109.84;-1.0;-1.0;-1;22;null;
22251;PORDIC;2019;108;7;205506.0;1926.03;108.887;518.0;8284.0;7228;22;null;
22251;PORDIC;2020;84;8;208482.0;2209.35;95.5761;503.0;0.0;7433;22;null;
22251;PORDIC;2021;99;8;232622.0;2242.7;104.28;-1.0;-1.0;-1;22;null;
22254;PRAT;2018;12;0;116147.0;1077.33;105.75;-1.0;-1.0;-1;22;null;
22254;PRAT;2019;8;0;113184.0;1123.38;100.125;-1.0;-1.0;-1;22;null;
22254;PRAT;2020;12;0;116800.0;1359.92;94.4167;-1.0;-1.0;-1;22;null;
22254;PRAT;2021;21;0;167654.0;1441.05;116.571;-1.0;-1.0;-1;22;null;
22255;LA PRENESSAYE;2018;13;0;76780.8;879.154;85.7692;-1.0;-1.0;-1;22;null;
22255;LA PRENESSAYE;2019;5;0;87080.0;1030.8;83.6;-1.0;-1.0;-1;22;null;
22255;LA PRENESSAYE;2020;15;0;90573.3;944.4;98.9333;-1.0;-1.0;-1;22;null;
22255;LA PRENESSAYE;2021;17;0;122141.0;1186.0;105.529;-1.0;-1.0;-1;22;null;
22256;QUEMPER-GUEZENNEC;2018;6;0;97333.3;1127.33;85.3333;-1.0;-1.0;-1;22;null;
22256;QUEMPER-GUEZENNEC;2019;21;0;100909.0;1003.9;100.143;-1.0;-1.0;-1;22;null;
22256;QUEMPER-GUEZENNEC;2020;29;0;131705.0;1238.59;106.31;-1.0;-1.0;-1;22;null;
22256;QUEMPER-GUEZENNEC;2021;30;0;129781.0;1366.1;95.8667;-1.0;-1.0;-1;22;null;
22257;QUEMPERVEN;2018;2;0;104000.0;692.0;153.0;-1.0;-1.0;-1;22;null;
22257;QUEMPERVEN;2019;5;0;134800.0;1248.8;108.0;-1.0;-1.0;-1;22;null;
22257;QUEMPERVEN;2020;4;0;117375.0;1092.25;121.0;-1.0;-1.0;-1;22;null;
22257;QUEMPERVEN;2021;2;0;127500.0;1126.5;102.0;-1.0;-1.0;-1;22;null;
22258;QUESSOY;2018;40;0;140338.0;1476.47;94.35;-1.0;-1.0;-1;22;null;
22258;QUESSOY;2019;55;1;141360.0;1461.04;100.357;101.0;4559.0;3809;22;null;
22258;QUESSOY;2020;51;0;163160.0;1594.73;101.039;121.0;0.0;4033;22;null;
22258;QUESSOY;2021;60;1;180147.0;1758.05;104.754;-1.0;-1.0;-1;22;null;
22259;QUEVERT;2018;45;0;164871.0;1588.84;105.511;-1.0;-1.0;-1;22;null;
22259;QUEVERT;2019;57;4;167721.0;1734.26;99.1803;136.0;4187.0;3824;22;null;
22259;QUEVERT;2020;59;4;177896.0;1741.83;101.048;144.0;0.0;3934;22;null;
22259;QUEVERT;2021;71;5;190549.0;2043.05;98.9868;-1.0;-1.0;-1;22;null;
22260;LE QUILLIO;2018;7;0;73571.4;959.429;80.0;-1.0;-1.0;-1;22;null;
22260;LE QUILLIO;2019;4;0;49500.0;663.0;80.75;-1.0;-1.0;-1;22;null;
22260;LE QUILLIO;2020;12;0;102319.0;888.25;126.583;-1.0;-1.0;-1;22;null;
22260;LE QUILLIO;2021;8;0;64000.0;796.125;88.5;-1.0;-1.0;-1;22;null;
22261;QUINTENIC;2018;4;0;202000.0;1729.0;122.0;-1.0;-1.0;-1;22;null;
22261;QUINTENIC;2019;6;0;148750.0;1270.17;117.0;-1.0;-1.0;-1;22;null;
22261;QUINTENIC;2020;4;0;248562.0;1858.75;154.25;-1.0;-1.0;-1;22;null;
22261;QUINTENIC;2021;4;0;271250.0;1474.25;167.25;-1.0;-1.0;-1;22;null;
