idCommune;nomCommune;Annee;nbMaison;nbAppart;prixMoyen;prixM2Moyen;surfaceMoy;depCulturellesTotales;budgetTotal;population;departement;gare
56099;LANGOELAN;2021;13;0;159932.0;1527.77;136.385;-1.0;-1.0;-1;56;null;
56100;LANGONNET;2018;23;0;81600.4;944.044;92.0435;-1.0;-1.0;-1;56;null;
56100;LANGONNET;2019;40;0;91217.2;1173.43;91.0;-1.0;-1.0;-1;56;null;
56100;LANGONNET;2020;49;1;81244.6;985.78;86.12;-1.0;-1.0;-1;56;null;
56100;LANGONNET;2021;63;1;110344.0;1121.55;100.094;-1.0;-1.0;-1;56;null;
56101;LANGUIDIC;2018;82;5;149031.0;1515.77;104.609;-1.0;-1.0;-1;56;Gare [codeGare=87476523, nomGare=BAUD, estFret=true, estVoyageur=falsecommune56101];
56101;LANGUIDIC;2019;101;17;154013.0;1700.45;93.7203;924.0;7409.0;8010;56;Gare [codeGare=87476523, nomGare=BAUD, estFret=true, estVoyageur=falsecommune56101];
56101;LANGUIDIC;2020;91;9;190519.0;1830.69;104.98;1676.0;0.0;8160;56;Gare [codeGare=87476523, nomGare=BAUD, estFret=true, estVoyageur=falsecommune56101];
56101;LANGUIDIC;2021;91;11;205648.0;2112.31;99.4118;-1.0;-1.0;-1;56;Gare [codeGare=87476523, nomGare=BAUD, estFret=true, estVoyageur=falsecommune56101];
56102;FORGES DE LANOUEE;2018;22;0;91774.1;901.591;100.909;-1.0;-1.0;-1;56;null;
56102;FORGES DE LANOUEE;2019;29;0;94778.6;1048.55;92.7241;-1.0;-1.0;-1;56;null;
56102;FORGES DE LANOUEE;2020;30;0;97925.0;1075.67;92.7;-1.0;-1.0;-1;56;null;
56102;FORGES DE LANOUEE;2021;28;0;114171.0;1249.86;89.9286;-1.0;-1.0;-1;56;null;
56103;LANTILLAC;2018;3;0;87816.7;913.333;83.6667;-1.0;-1.0;-1;56;null;
56103;LANTILLAC;2019;7;0;99571.4;1021.29;98.7143;-1.0;-1.0;-1;56;null;
56103;LANTILLAC;2020;5;0;144299.0;1163.6;115.6;-1.0;-1.0;-1;56;null;
56103;LANTILLAC;2021;8;0;101421.0;1205.75;88.0;-1.0;-1.0;-1;56;null;
56104;LANVAUDAN;2018;6;0;120750.0;1629.83;79.8333;-1.0;-1.0;-1;56;null;
56104;LANVAUDAN;2019;9;0;136250.0;1561.44;86.3333;-1.0;-1.0;-1;56;null;
56104;LANVAUDAN;2020;5;0;142000.0;1794.6;89.4;-1.0;-1.0;-1;56;null;
56104;LANVAUDAN;2021;9;0;190556.0;1726.89;114.667;-1.0;-1.0;-1;56;null;
56105;LANVENEGEN;2018;22;0;75331.8;774.636;99.1364;-1.0;-1.0;-1;56;null;
56105;LANVENEGEN;2019;28;0;73910.7;884.286;84.0714;-1.0;-1.0;-1;56;null;
56105;LANVENEGEN;2020;26;0;86509.1;924.923;93.5769;-1.0;-1.0;-1;56;null;
56105;LANVENEGEN;2021;39;0;110948.0;1199.82;94.4872;-1.0;-1.0;-1;56;null;
56106;LARMOR-BADEN;2018;21;4;382324.0;3981.56;92.32;-1.0;-1.0;-1;56;null;
56106;LARMOR-BADEN;2019;22;6;340617.0;4519.14;78.3214;-1.0;-1.0;-1;56;null;
56106;LARMOR-BADEN;2020;15;2;427754.0;4146.23;102.0;-1.0;-1.0;-1;56;null;
56106;LARMOR-BADEN;2021;15;2;562882.0;5123.06;116.706;-1.0;-1.0;-1;56;null;
56107;LARMOR-PLAGE;2018;87;54;295333.0;3197.92;95.3759;-1.0;-1.0;-1;56;null;
56107;LARMOR-PLAGE;2019;89;64;335962.0;3554.11;98.5882;894.0;9428.0;8327;56;null;
56107;LARMOR-PLAGE;2020;96;50;362995.0;3774.37;100.021;895.0;0.0;8569;56;null;
56107;LARMOR-PLAGE;2021;77;43;398156.0;4070.36;100.3;-1.0;-1.0;-1;56;null;
56108;LARRE;2018;10;0;185865.0;1441.7;121.9;-1.0;-1.0;-1;56;null;
56108;LARRE;2019;22;0;133891.0;1517.45;90.6818;-1.0;-1.0;-1;56;null;
56108;LARRE;2020;10;0;200690.0;1597.2;131.5;-1.0;-1.0;-1;56;null;
56108;LARRE;2021;14;0;167436.0;1930.21;91.9286;-1.0;-1.0;-1;56;null;
56109;LAUZACH;2018;14;0;174316.0;1812.21;97.1429;-1.0;-1.0;-1;56;null;
56109;LAUZACH;2019;17;0;209076.0;1804.94;117.824;-1.0;-1.0;-1;56;null;
56109;LAUZACH;2020;12;0;152945.0;1799.0;84.25;-1.0;-1.0;-1;56;null;
56109;LAUZACH;2021;27;0;229895.0;2167.96;108.704;-1.0;-1.0;-1;56;null;
56110;LIGNOL;2018;14;0;68162.4;776.929;86.9286;-1.0;-1.0;-1;56;null;
56110;LIGNOL;2019;15;0;67033.3;829.2;82.4;-1.0;-1.0;-1;56;null;
56110;LIGNOL;2020;24;0;87693.8;1005.21;86.2917;-1.0;-1.0;-1;56;null;
56110;LIGNOL;2021;23;0;85789.6;1057.91;80.3044;-1.0;-1.0;-1;56;null;
56111;LIMERZEL;2018;21;0;106194.0;1183.43;89.6667;-1.0;-1.0;-1;56;null;
56111;LIMERZEL;2019;39;1;151406.0;1358.82;110.975;-1.0;-1.0;-1;56;null;
56111;LIMERZEL;2020;37;1;134207.0;1395.68;96.4737;-1.0;-1.0;-1;56;null;
56111;LIMERZEL;2021;42;0;150819.0;1741.14;86.1905;-1.0;-1.0;-1;56;null;
56112;LIZIO;2018;13;0;105037.0;978.461;106.0;-1.0;-1.0;-1;56;null;
56112;LIZIO;2019;13;0;115119.0;1226.85;95.3846;-1.0;-1.0;-1;56;null;
56112;LIZIO;2020;12;0;98021.8;1150.67;90.5;-1.0;-1.0;-1;56;null;
56112;LIZIO;2021;24;0;128439.0;1408.54;92.75;-1.0;-1.0;-1;56;null;
56113;LOCMALO;2018;8;0;88000.0;1218.88;90.5;-1.0;-1.0;-1;56;null;
56113;LOCMALO;2019;10;0;91020.0;982.4;94.9;-1.0;-1.0;-1;56;null;
56113;LOCMALO;2020;21;0;97796.7;1061.24;91.381;-1.0;-1.0;-1;56;null;
56113;LOCMALO;2021;18;0;117861.0;1112.44;105.167;-1.0;-1.0;-1;56;null;
56114;LOCMARIA;2018;33;1;260609.0;3225.06;93.6177;-1.0;-1.0;-1;56;null;
56114;LOCMARIA;2019;31;0;247661.0;3636.32;71.8387;-1.0;-1.0;-1;56;null;
56114;LOCMARIA;2020;37;1;278485.0;3949.16;72.4211;-1.0;-1.0;-1;56;null;
56114;LOCMARIA;2021;15;0;278543.0;3905.2;72.4667;-1.0;-1.0;-1;56;null;
56115;LOCMARIA-GRAND-CHAMP;2018;24;0;191208.0;1770.25;108.75;-1.0;-1.0;-1;56;null;
56115;LOCMARIA-GRAND-CHAMP;2019;18;0;212389.0;1917.89;114.722;-1.0;-1.0;-1;56;null;
56115;LOCMARIA-GRAND-CHAMP;2020;20;0;249505.0;2054.4;120.7;-1.0;-1.0;-1;56;null;
56115;LOCMARIA-GRAND-CHAMP;2021;23;0;252938.0;2138.3;117.087;-1.0;-1.0;-1;56;null;
56116;LOCMARIAQUER;2018;24;9;259321.0;3745.64;71.2121;-1.0;-1.0;-1;56;null;
56116;LOCMARIAQUER;2019;34;5;318883.0;3465.9;95.2308;-1.0;-1.0;-1;56;null;
56116;LOCMARIAQUER;2020;37;6;382121.0;4459.65;85.2093;-1.0;-1.0;-1;56;null;
56116;LOCMARIAQUER;2021;29;5;497226.0;5047.53;99.7059;-1.0;-1.0;-1;56;null;
56117;LOCMINE;2018;47;10;126564.0;1348.05;96.9123;-1.0;-1.0;-1;56;null;
56117;LOCMINE;2019;56;20;120762.0;1462.54;84.6711;594.0;5355.0;4437;56;null;
56117;LOCMINE;2020;52;21;134317.0;1564.96;87.6027;364.0;0.0;4674;56;null;
56117;LOCMINE;2021;68;11;171148.0;1875.19;93.9747;-1.0;-1.0;-1;56;null;
56118;LOCMIQUELIC;2018;71;17;175120.0;2036.93;88.4886;-1.0;-1.0;-1;56;null;
56118;LOCMIQUELIC;2019;79;25;172653.0;2129.39;83.4519;228.0;4532.0;4021;56;null;
56118;LOCMIQUELIC;2020;58;18;191789.0;2479.99;78.5132;182.0;0.0;4133;56;null;
56118;LOCMIQUELIC;2021;48;8;252797.0;2968.55;86.0714;-1.0;-1.0;-1;56;null;
56119;LOCOAL-MENDON;2018;41;0;272800.0;2336.05;120.122;-1.0;-1.0;-1;56;null;
56119;LOCOAL-MENDON;2019;42;1;263422.0;2288.23;117.953;-1.0;-1.0;-1;56;null;
56119;LOCOAL-MENDON;2020;46;0;262014.0;2592.26;111.804;-1.0;-1.0;-1;56;null;
56119;LOCOAL-MENDON;2021;33;0;297000.0;2900.42;105.333;-1.0;-1.0;-1;56;null;
56120;LOCQUELTAS;2018;16;0;188375.0;2168.75;90.75;-1.0;-1.0;-1;56;null;
56120;LOCQUELTAS;2019;17;0;185813.0;1793.88;103.118;-1.0;-1.0;-1;56;null;
56120;LOCQUELTAS;2020;26;0;216017.0;2164.35;105.423;-1.0;-1.0;-1;56;null;
56120;LOCQUELTAS;2021;24;0;224644.0;1953.92;115.667;-1.0;-1.0;-1;56;null;
56121;LORIENT;2018;355;674;138605.0;1790.88;77.2663;-1.0;-1.0;-1;56;Gare [codeGare=87476002, nomGare=LORIENT, estFret=true, estVoyageur=truecommune56121];
56121;LORIENT;2019;368;806;137587.0;1824.92;75.1525;12867.0;87084.0;57084;56;Gare [codeGare=87476002, nomGare=LORIENT, estFret=true, estVoyageur=truecommune56121];
56121;LORIENT;2020;328;742;156588.0;2053.56;76.3075;12770.0;0.0;58543;56;Gare [codeGare=87476002, nomGare=LORIENT, estFret=true, estVoyageur=truecommune56121];
56121;LORIENT;2021;343;821;173943.0;2368.55;73.8832;-1.0;-1.0;-1;56;Gare [codeGare=87476002, nomGare=LORIENT, estFret=true, estVoyageur=truecommune56121];
56122;LOYAT;2018;17;0;86311.6;1019.71;87.4706;-1.0;-1.0;-1;56;null;
56122;LOYAT;2019;33;0;128129.0;1323.52;97.4545;-1.0;-1.0;-1;56;null;
56122;LOYAT;2020;23;0;142031.0;1250.17;115.304;-1.0;-1.0;-1;56;null;
56122;LOYAT;2021;26;0;124333.0;1292.04;96.4231;-1.0;-1.0;-1;56;null;
56123;MALANSAC;2018;14;0;122104.0;1448.07;93.4286;-1.0;-1.0;-1;56;Gare [codeGare=87476689, nomGare=MALANSAC, estFret=false, estVoyageur=truecommune56123];
56123;MALANSAC;2019;25;0;137948.0;1339.72;109.12;-1.0;-1.0;-1;56;Gare [codeGare=87476689, nomGare=MALANSAC, estFret=false, estVoyageur=truecommune56123];
56123;MALANSAC;2020;19;0;128698.0;1320.42;98.4211;-1.0;-1.0;-1;56;Gare [codeGare=87476689, nomGare=MALANSAC, estFret=false, estVoyageur=truecommune56123];
56123;MALANSAC;2021;51;1;163925.0;1766.0;98.1154;-1.0;-1.0;-1;56;Gare [codeGare=87476689, nomGare=MALANSAC, estFret=false, estVoyageur=truecommune56123];
56124;MALESTROIT;2018;25;9;140024.0;1476.94;95.6471;-1.0;-1.0;-1;56;null;
56124;MALESTROIT;2019;22;9;112210.0;1450.0;81.7419;-1.0;-1.0;-1;56;null;
56124;MALESTROIT;2020;37;8;136221.0;1504.96;89.9778;-1.0;-1.0;-1;56;null;
56124;MALESTROIT;2021;22;4;162773.0;1770.15;95.2692;-1.0;-1.0;-1;56;null;
56125;MALGUENAC;2018;14;0;136996.0;1155.86;127.0;-1.0;-1.0;-1;56;null;
56125;MALGUENAC;2019;18;0;132116.0;1311.78;100.944;-1.0;-1.0;-1;56;null;
56125;MALGUENAC;2020;23;1;163044.0;1454.42;115.167;-1.0;-1.0;-1;56;null;
56125;MALGUENAC;2021;31;0;146312.0;1483.81;102.226;-1.0;-1.0;-1;56;null;
56126;MARZAN;2018;28;0;151376.0;1630.07;100.5;-1.0;-1.0;-1;56;null;
56126;MARZAN;2019;39;0;180267.0;1892.77;100.897;-1.0;-1.0;-1;56;null;
56126;MARZAN;2020;39;0;170701.0;1739.69;97.6923;-1.0;-1.0;-1;56;null;
56126;MARZAN;2021;41;0;169525.0;1966.34;88.7561;-1.0;-1.0;-1;56;null;
56127;MAURON;2018;40;0;82832.6;926.625;89.775;-1.0;-1.0;-1;56;null;
56127;MAURON;2019;39;4;91467.6;1046.95;91.6512;-1.0;-1.0;-1;56;null;
56127;MAURON;2020;49;1;105171.0;1224.82;91.5;-1.0;-1.0;-1;56;null;
56127;MAURON;2021;60;2;113028.0;1218.92;94.8387;-1.0;-1.0;-1;56;null;
56128;MELRAND;2018;21;0;109233.0;1076.91;97.9048;-1.0;-1.0;-1;56;null;
56128;MELRAND;2019;30;0;107950.0;1290.07;85.0;-1.0;-1.0;-1;56;null;
56128;MELRAND;2020;21;0;145776.0;1491.71;102.571;-1.0;-1.0;-1;56;null;
56128;MELRAND;2021;30;0;87932.8;1227.73;77.5333;-1.0;-1.0;-1;56;null;
56129;MENEAC;2018;22;0;77958.0;854.045;91.2273;-1.0;-1.0;-1;56;null;
56129;MENEAC;2019;23;0;88997.6;998.0;87.3913;-1.0;-1.0;-1;56;null;
56129;MENEAC;2020;25;0;90530.0;1019.28;93.52;-1.0;-1.0;-1;56;null;
56129;MENEAC;2021;30;0;109926.0;1083.37;104.767;-1.0;-1.0;-1;56;null;
56130;MERLEVENEZ;2018;33;0;213468.0;1949.39;109.303;-1.0;-1.0;-1;56;null;
56130;MERLEVENEZ;2019;23;0;200698.0;1830.57;110.087;-1.0;-1.0;-1;56;null;
56130;MERLEVENEZ;2020;40;0;231389.0;2267.68;104.475;-1.0;-1.0;-1;56;null;
56130;MERLEVENEZ;2021;42;0;248094.0;2461.57;102.786;-1.0;-1.0;-1;56;null;
56131;MESLAN;2018;14;0;125814.0;1206.79;107.286;-1.0;-1.0;-1;56;null;
56131;MESLAN;2019;39;0;123664.0;1297.92;96.7436;-1.0;-1.0;-1;56;null;
56131;MESLAN;2020;21;0;79890.5;956.0;94.0;-1.0;-1.0;-1;56;null;
56131;MESLAN;2021;34;0;131102.0;1448.77;91.4118;-1.0;-1.0;-1;56;null;
56132;MEUCON;2018;36;3;192150.0;2077.31;97.3333;-1.0;-1.0;-1;56;null;
56132;MEUCON;2019;23;0;192561.0;2014.26;98.2174;-1.0;-1.0;-1;56;null;
56132;MEUCON;2020;26;1;275810.0;2378.56;114.926;-1.0;-1.0;-1;56;null;
56132;MEUCON;2021;23;1;258064.0;2689.75;100.708;-1.0;-1.0;-1;56;null;
56133;MISSIRIAC;2018;11;0;147318.0;1339.36;111.454;-1.0;-1.0;-1;56;null;
56133;MISSIRIAC;2019;11;0;147348.0;1455.36;101.909;-1.0;-1.0;-1;56;null;
56133;MISSIRIAC;2020;13;0;140938.0;1451.69;98.9231;-1.0;-1.0;-1;56;null;
56133;MISSIRIAC;2021;4;0;204250.0;1742.0;118.5;-1.0;-1.0;-1;56;null;
56134;MOHON;2018;17;0;74173.5;746.353;97.7647;-1.0;-1.0;-1;56;null;
56134;MOHON;2019;22;0;89021.6;827.864;106.955;-1.0;-1.0;-1;56;null;
56134;MOHON;2020;20;0;97768.4;950.5;109.95;-1.0;-1.0;-1;56;null;
56134;MOHON;2021;31;0;102585.0;953.258;106.871;-1.0;-1.0;-1;56;null;
56135;MOLAC;2018;21;0;141861.0;1438.62;97.2381;-1.0;-1.0;-1;56;null;
56135;MOLAC;2019;16;0;137038.0;1289.31;106.875;-1.0;-1.0;-1;56;null;
56135;MOLAC;2020;24;1;127923.0;1519.68;86.32;-1.0;-1.0;-1;56;null;
56135;MOLAC;2021;17;0;144816.0;1580.53;91.5882;-1.0;-1.0;-1;56;null;
56136;MONTENEUF;2018;6;0;96583.3;1195.67;84.3333;-1.0;-1.0;-1;56;null;
56136;MONTENEUF;2019;7;0;125486.0;1093.14;113.857;-1.0;-1.0;-1;56;null;
56136;MONTENEUF;2020;10;0;126324.0;1192.6;107.4;-1.0;-1.0;-1;56;null;
56136;MONTENEUF;2021;10;0;107815.0;1436.7;89.0;-1.0;-1.0;-1;56;null;
56137;MONTERBLANC;2018;45;1;204838.0;1798.17;113.739;-1.0;-1.0;-1;56;null;
56137;MONTERBLANC;2019;47;4;212493.0;1909.55;110.686;-1.0;-1.0;-1;56;null;
56137;MONTERBLANC;2020;36;1;230157.0;2146.57;111.622;-1.0;-1.0;-1;56;null;
56137;MONTERBLANC;2021;40;0;265570.0;2319.62;114.1;-1.0;-1.0;-1;56;null;
56139;MONTERTELOT;2018;4;0;114250.0;1133.75;92.5;-1.0;-1.0;-1;56;null;
56139;MONTERTELOT;2019;4;0;100000.0;960.25;105.25;-1.0;-1.0;-1;56;null;
56139;MONTERTELOT;2020;1;0;157000.0;1744.0;90.0;-1.0;-1.0;-1;56;null;
56139;MONTERTELOT;2021;2;0;221000.0;1959.5;115.0;-1.0;-1.0;-1;56;null;
56140;MOREAC;2018;41;0;118968.0;1208.17;97.8537;-1.0;-1.0;-1;56;null;
56140;MOREAC;2019;41;0;125971.0;1272.0;102.854;36.0;5251.0;3764;56;null;
56140;MOREAC;2020;51;1;136758.0;1409.56;100.077;37.0;0.0;3859;56;null;
56140;MOREAC;2021;50;1;148850.0;1443.74;104.569;-1.0;-1.0;-1;56;null;
56141;MOUSTOIR-AC;2018;17;0;162069.0;1566.35;107.118;-1.0;-1.0;-1;56;null;
56141;MOUSTOIR-AC;2019;32;0;151030.0;1567.97;105.656;-1.0;-1.0;-1;56;null;
56141;MOUSTOIR-AC;2020;29;0;167698.0;1548.21;109.655;-1.0;-1.0;-1;56;null;
56141;MOUSTOIR-AC;2021;35;0;186122.0;1731.63;111.229;-1.0;-1.0;-1;56;null;
56143;MUZILLAC;2018;59;5;180793.0;1873.84;95.3906;-1.0;-1.0;-1;56;null;
56143;MUZILLAC;2019;94;7;203555.0;2001.24;103.95;806.0;4924.0;5041;56;null;
56143;MUZILLAC;2020;72;7;225098.0;2219.01;104.468;846.0;0.0;5165;56;null;
56143;MUZILLAC;2021;65;4;243302.0;2376.2;105.159;-1.0;-1.0;-1;56;null;
56144;EVELLYS;2018;50;0;96494.0;1137.62;87.5;-1.0;-1.0;-1;56;null;
56144;EVELLYS;2019;53;0;96992.5;1083.13;88.3019;47.0;2539.0;3477;56;null;
56144;EVELLYS;2020;49;0;119600.0;1303.31;95.7755;16.0;0.0;3540;56;null;
56144;EVELLYS;2021;67;1;116469.0;1235.84;94.4265;-1.0;-1.0;-1;56;null;
56145;NEANT-SUR-YVEL;2018;16;0;67818.7;937.188;76.375;-1.0;-1.0;-1;56;null;
56145;NEANT-SUR-YVEL;2019;20;0;108980.0;970.0;105.0;-1.0;-1.0;-1;56;null;
56145;NEANT-SUR-YVEL;2020;16;0;120874.0;1158.0;100.625;-1.0;-1.0;-1;56;null;
56145;NEANT-SUR-YVEL;2021;17;0;94072.5;1438.47;73.1177;-1.0;-1.0;-1;56;null;
56146;NEULLIAC;2018;10;0;87286.2;926.1;102.9;-1.0;-1.0;-1;56;null;
56146;NEULLIAC;2019;12;0;80464.8;952.0;84.0;-1.0;-1.0;-1;56;null;
56146;NEULLIAC;2020;25;0;134461.0;1161.88;121.04;-1.0;-1.0;-1;56;null;
56146;NEULLIAC;2021;22;0;135012.0;1429.77;97.0909;-1.0;-1.0;-1;56;null;
56147;NIVILLAC;2018;72;0;162677.0;1628.12;105.5;-1.0;-1.0;-1;56;null;
56147;NIVILLAC;2019;60;0;195588.0;1815.07;107.383;483.0;6513.0;4645;56;null;
56147;NIVILLAC;2020;64;0;169730.0;1711.73;103.828;433.0;0.0;4730;56;null;
56147;NIVILLAC;2021;93;1;211944.0;2015.19;105.489;-1.0;-1.0;-1;56;null;
56148;NOSTANG;2018;21;0;219437.0;2250.24;109.238;-1.0;-1.0;-1;56;null;
56148;NOSTANG;2019;15;0;287230.0;2589.6;99.7333;-1.0;-1.0;-1;56;null;
56148;NOSTANG;2020;18;0;229667.0;2244.22;104.444;-1.0;-1.0;-1;56;null;
56148;NOSTANG;2021;16;0;255464.0;2363.44;109.625;-1.0;-1.0;-1;56;null;
56149;NOYAL-MUZILLAC;2018;27;0;158160.0;1683.81;97.4815;-1.0;-1.0;-1;56;null;
56149;NOYAL-MUZILLAC;2019;34;0;155220.0;1544.15;104.412;-1.0;-1.0;-1;56;null;
56149;NOYAL-MUZILLAC;2020;34;0;195241.0;1749.38;117.941;-1.0;-1.0;-1;56;null;
56149;NOYAL-MUZILLAC;2021;30;0;186671.0;2190.27;89.4667;-1.0;-1.0;-1;56;null;
56151;NOYAL-PONTIVY;2018;27;0;108842.0;1145.04;96.7407;-1.0;-1.0;-1;56;null;
56151;NOYAL-PONTIVY;2019;51;0;126370.0;1279.55;102.804;103.0;3709.0;3619;56;null;
56151;NOYAL-PONTIVY;2020;49;0;155358.0;1469.29;106.551;114.0;0.0;3735;56;null;
56151;NOYAL-PONTIVY;2021;70;0;124150.0;1252.8;98.7857;-1.0;-1.0;-1;56;null;
56152;LE PALAIS;2018;38;22;225405.0;3084.62;77.3667;-1.0;-1.0;-1;56;null;
56152;LE PALAIS;2019;47;21;215777.0;2980.06;74.3971;-1.0;-1.0;-1;56;null;
56152;LE PALAIS;2020;45;25;259401.0;3395.4;79.3429;-1.0;-1.0;-1;56;null;
56152;LE PALAIS;2021;51;18;311290.0;3801.97;83.8696;-1.0;-1.0;-1;56;null;
56153;PEAULE;2018;31;1;121502.0;1412.97;88.3438;-1.0;-1.0;-1;56;null;
56153;PEAULE;2019;45;2;163292.0;1466.6;111.979;-1.0;-1.0;-1;56;null;
56153;PEAULE;2020;39;2;153217.0;1519.61;100.341;-1.0;-1.0;-1;56;null;
56153;PEAULE;2021;47;1;175611.0;1677.35;103.188;-1.0;-1.0;-1;56;null;
56154;PEILLAC;2018;30;0;102138.0;1118.73;90.9333;-1.0;-1.0;-1;56;null;
56154;PEILLAC;2019;28;1;112584.0;1199.55;88.069;-1.0;-1.0;-1;56;null;
56154;PEILLAC;2020;31;0;113522.0;1209.55;91.5161;-1.0;-1.0;-1;56;null;
56154;PEILLAC;2021;31;0;126068.0;1449.58;89.3871;-1.0;-1.0;-1;56;null;
56155;PENESTIN;2018;80;7;185900.0;2693.64;74.2414;-1.0;-1.0;-1;56;null;
56155;PENESTIN;2019;91;10;193580.0;2761.58;74.2376;-1.0;-1.0;-1;56;null;
56155;PENESTIN;2020;99;8;223812.0;2868.18;79.9252;-1.0;-1.0;-1;56;null;
56155;PENESTIN;2021;79;9;263921.0;3488.52;82.3977;-1.0;-1.0;-1;56;null;
56156;PERSQUEN;2018;4;0;66125.0;839.75;76.5;-1.0;-1.0;-1;56;null;
56156;PERSQUEN;2019;6;0;71550.0;829.167;85.8333;-1.0;-1.0;-1;56;null;
56156;PERSQUEN;2020;6;0;121866.0;1266.0;91.3333;-1.0;-1.0;-1;56;null;
56156;PERSQUEN;2021;14;0;98500.0;1132.57;91.5714;-1.0;-1.0;-1;56;null;
56157;PLAUDREN;2018;29;0;202358.0;1617.86;122.586;-1.0;-1.0;-1;56;null;
56157;PLAUDREN;2019;29;0;215644.0;1669.66;119.172;-1.0;-1.0;-1;56;null;
56157;PLAUDREN;2020;33;0;173770.0;1626.58;110.909;-1.0;-1.0;-1;56;null;
56157;PLAUDREN;2021;25;0;196580.0;1760.08;113.36;-1.0;-1.0;-1;56;null;
56158;PLESCOP;2018;36;37;183352.0;2206.11;84.0411;-1.0;-1.0;-1;56;null;
56158;PLESCOP;2019;46;31;202973.0;2345.43;85.1429;207.0;5903.0;5999;56;null;
56158;PLESCOP;2020;62;40;216582.0;2606.88;84.9314;189.0;0.0;6173;56;null;
56158;PLESCOP;2021;59;53;247213.0;2843.09;88.7321;-1.0;-1.0;-1;56;null;
56159;PLEUCADEUC;2018;16;0;120591.0;1156.75;99.9375;-1.0;-1.0;-1;56;null;
56159;PLEUCADEUC;2019;14;0;130966.0;1158.64;120.5;-1.0;-1.0;-1;56;null;
56159;PLEUCADEUC;2020;25;0;151043.0;1498.0;104.4;-1.0;-1.0;-1;56;null;
56159;PLEUCADEUC;2021;28;0;167853.0;1801.61;95.6429;-1.0;-1.0;-1;56;null;
56160;PLEUGRIFFET;2018;13;0;89052.1;979.615;99.0769;-1.0;-1.0;-1;56;null;
56160;PLEUGRIFFET;2019;13;0;113349.0;1349.15;92.2308;-1.0;-1.0;-1;56;null;
56160;PLEUGRIFFET;2020;28;0;102312.0;1177.43;94.0357;-1.0;-1.0;-1;56;null;
56160;PLEUGRIFFET;2021;14;0;106836.0;1210.21;92.5;-1.0;-1.0;-1;56;null;
56161;PLOEMEL;2018;40;10;222949.0;2252.3;100.06;-1.0;-1.0;-1;56;Gare [codeGare=87476408, nomGare=BELZ-PLOEMEL, estFret=false, estVoyageur=truecommune56161];
56161;PLOEMEL;2019;51;16;224345.0;2313.72;100.343;-1.0;-1.0;-1;56;Gare [codeGare=87476408, nomGare=BELZ-PLOEMEL, estFret=false, estVoyageur=truecommune56161];
56161;PLOEMEL;2020;39;8;251309.0;2579.06;99.7021;-1.0;-1.0;-1;56;Gare [codeGare=87476408, nomGare=BELZ-PLOEMEL, estFret=false, estVoyageur=truecommune56161];
56161;PLOEMEL;2021;38;18;266135.0;3132.77;89.0714;-1.0;-1.0;-1;56;Gare [codeGare=87476408, nomGare=BELZ-PLOEMEL, estFret=false, estVoyageur=truecommune56161];
56162;PLOEMEUR;2018;194;59;249060.0;2567.53;100.391;-1.0;-1.0;-1;56;null;
56162;PLOEMEUR;2019;221;59;270192.0;2852.09;98.4214;2149.0;23220.0;17790;56;null;
56162;PLOEMEUR;2020;202;70;274604.0;2950.56;96.9191;2080.0;0.0;18445;56;null;
56162;PLOEMEUR;2021;193;50;325499.0;3344.79;101.086;-1.0;-1.0;-1;56;null;
56163;PLOERDUT;2018;26;0;110093.0;1198.39;97.3846;-1.0;-1.0;-1;56;null;
56163;PLOERDUT;2019;25;0;103203.0;1019.56;108.2;-1.0;-1.0;-1;56;null;
56163;PLOERDUT;2020;27;0;91905.4;955.704;96.2222;-1.0;-1.0;-1;56;null;
56163;PLOERDUT;2021;25;0;107121.0;1197.36;89.92;-1.0;-1.0;-1;56;null;
56164;PLOEREN;2018;67;15;254004.0;2336.42;109.634;-1.0;-1.0;-1;56;null;
56164;PLOEREN;2019;92;28;267751.0;2538.76;105.333;281.0;5573.0;6601;56;null;
56164;PLOEREN;2020;78;30;255049.0;2565.6;100.676;481.0;0.0;6822;56;null;
56164;PLOEREN;2021;68;29;280995.0;2976.5;96.3093;-1.0;-1.0;-1;56;null;
56165;PLOERMEL;2018;102;43;116566.0;1436.06;83.069;-1.0;-1.0;-1;56;null;
56165;PLOERMEL;2019;137;37;143983.0;1598.74;92.1897;1445.0;13579.0;9787;56;null;
56165;PLOERMEL;2020;93;48;146206.0;1701.7;86.2482;2852.0;0.0;10351;56;null;
56165;PLOERMEL;2021;100;35;153495.0;1731.01;90.4741;-1.0;-1.0;-1;56;null;
56166;PLOUAY;2018;55;2;145523.0;1373.12;108.07;-1.0;-1.0;-1;56;null;
56166;PLOUAY;2019;41;3;149141.0;1609.32;91.6136;279.0;8107.0;5726;56;null;
56166;PLOUAY;2020;64;4;183971.0;1702.13;113.397;323.0;0.0;5853;56;null;
56166;PLOUAY;2021;53;4;177610.0;1896.0;99.8246;-1.0;-1.0;-1;56;null;
56167;PLOUGOUMELEN;2018;34;0;263310.0;2312.65;114.735;-1.0;-1.0;-1;56;null;
56167;PLOUGOUMELEN;2019;22;1;245475.0;2327.22;107.739;-1.0;-1.0;-1;56;null;
56167;PLOUGOUMELEN;2020;20;3;245286.0;2583.3;100.217;-1.0;-1.0;-1;56;null;
